Username,Comment Content,Reactions,Time Stamp,Post Url
Malcolm Hissey,"<div class=""xdj266r x11i5rnm xat24cr x1mh8g0r x1vvkbs"">
 <div dir=""auto"" style=""text-align: start;"">
  Did it with you guys July last year. A great trip.
 </div>
</div>
",,7 w,https://facebook.com/APTouring/posts/283886963999439
Jennifer Wilcox,"<div class=""xdj266r x11i5rnm xat24cr x1mh8g0r x1vvkbs"">
 <div dir=""auto"" style=""text-align: start;"">
  Top spot!
 </div>
</div>
",,7 w,https://facebook.com/APTouring/posts/283886963999439
Joyce Mcfarlane,"<div class=""xdj266r x11i5rnm xat24cr x1mh8g0r x1vvkbs"">
 <div dir=""auto"" style=""text-align: start;"">
  This tour was amazing, looked after so well by APT
 </div>
</div>
",,7 w,https://facebook.com/APTouring/posts/282066974181438
APT,"<div class=""xdj266r x11i5rnm xat24cr x1mh8g0r x1vvkbs"">
 <div dir=""auto"" style=""text-align: start;"">
  Thank you for your kind words, Joyce. We're thrilled you enjoyed your time on tour.
 </div>
</div>
",,7 w,https://facebook.com/APTouring/posts/282066974181438
Kerry Hawkins,"<div class=""xdj266r x11i5rnm xat24cr x1mh8g0r x1vvkbs"">
 <div dir=""auto"" style=""text-align: start;"">
  Have been here. Loved it. Have a beautiful Pearl bracelet to show for it. Went from there on the Kimberley Quest and had a wonderful time fir our 50th Wedding Anniversary.
 </div>
</div>
",,7 w,https://facebook.com/APTouring/posts/281503167571152
APT,"<div class=""xdj266r x11i5rnm xat24cr x1mh8g0r x1vvkbs"">
 <div dir=""auto"" style=""text-align: start;"">
  We're so glad to hear you had a great trip, Kerry. What a lovely keepsake for a special occasion!
 </div>
</div>
",,7 w,https://facebook.com/APTouring/posts/281503167571152
Marlene Wright,"<div class=""xdj266r x11i5rnm xat24cr x1mh8g0r x1vvkbs"">
 <div dir=""auto"" style=""text-align: start;"">
  Where is this? I'm in WA ATM
 </div>
</div>
",,7 w,https://facebook.com/APTouring/posts/281503167571152
APT,"<div class=""xdj266r x11i5rnm xat24cr x1mh8g0r x1vvkbs"">
 <div dir=""auto"" style=""text-align: start;"">
  Hi Marlene, Cygnet Bay Pearl Farm is located along the Dampier Peninsula in WA.
 </div>
</div>
",,7 w,https://facebook.com/APTouring/posts/281503167571152
Meredith Tucker,"<div class=""xdj266r x11i5rnm xat24cr x1mh8g0r x1vvkbs"">
 <div dir=""auto"" style=""text-align: start;"">
  <a class=""x1i10hfl xjbqb8w x6umtig x1b1mbwd xaqea5y xav7gou x9f619 x1ypdohk xt0psk2 xe8uvvx xdj266r x11i5rnm xat24cr x1mh8g0r xexx8yu x4uap5 x18d9i69 xkhd6sd x16tdsg8 x1hl2dhg xggy1nq x1a2a7pz xt0b8zv xzsf02u x1s688f"" href=""https://www.facebook.com/ian.tucker.79?__cft__[0]=AZXRNeTL3B9WUL0U3b7oV_0b9UEwgomTlpWXMvsAKu9X8M0h8g5gMHAEBm5_txR5nC-VklmOIjYKQCuYqb_WdeunvFA3x-3ZXbV7Ngl7OU36kFGRX4U9jabhSX1HmwvJFfwB8CGAbyEsenNqnKUuaKqj&amp;__tn__=R]-R"" role=""link"" tabindex=""0"">
   <span class=""xt0psk2"">
    <span>
     Ian Tucker
    </span>
   </span>
  </a>
 </div>
</div>
",,7 w,https://facebook.com/APTouring/posts/281503167571152
Les Lubcke,"<div class=""xdj266r x11i5rnm xat24cr x1mh8g0r x1vvkbs"">
 <div dir=""auto"" style=""text-align: start;"">
  Beautiful Exmouth WA
 </div>
</div>
",,6 w,https://facebook.com/APTouring/posts/278172931237509
June Pearson,"<div class=""xdj266r x11i5rnm xat24cr x1mh8g0r x1vvkbs"">
 <div dir=""auto"" style=""text-align: start;"">
  We had the pleasure of  doing  that many years ago it was worth the money  despite  the fact that our piolet got lost for a while
 </div>
</div>
",,8 w,https://facebook.com/APTouring/posts/276023811452421
Glenda Fisher,"<div class=""xdj266r x11i5rnm xat24cr x1mh8g0r x1vvkbs"">
 <div dir=""auto"" style=""text-align: start;"">
  Loved every minute of it when I did this trip.
 </div>
</div>
",,8 w,https://facebook.com/APTouring/posts/276023811452421
APT,"<div class=""xdj266r x11i5rnm xat24cr x1mh8g0r x1vvkbs"">
 <div dir=""auto"" style=""text-align: start;"">
  We're so glad you had a fantastic time on tour, Glenda!
 </div>
</div>
",,8 w,https://facebook.com/APTouring/posts/276023811452421
Kathy Drewer,"<div class=""xdj266r x11i5rnm xat24cr x1mh8g0r x1vvkbs"">
 <div dir=""auto"" style=""text-align: start;"">
  A most impressive part of our country
 </div>
</div>
",,8 w,https://facebook.com/APTouring/posts/276023811452421
APT,"<div class=""xdj266r x11i5rnm xat24cr x1mh8g0r x1vvkbs"">
 <div dir=""auto"" style=""text-align: start;"">
  Hi Kathy,
 </div>
 <div dir=""auto"" style=""text-align: start;"">
  We're so glad you think so! It's an amazing destination to experience.
 </div>
</div>
",,8 w,https://facebook.com/APTouring/posts/276023811452421
Andrew Benefield,"<div class=""xdj266r x11i5rnm xat24cr x1mh8g0r x1vvkbs"">
 <div dir=""auto"" style=""text-align: start;"">
  The NT another place on earth it's a local call to ring HEAVEN
  <span class=""x3nfvp2 x1j61x8r x1fcty0u xdj266r xhhsvwb xat24cr xgzva0m xxymvpz xlup9mm x1kky2od"">
   <img alt=""👌"" height=""16"" referrerpolicy=""origin-when-cross-origin"" src=""https://static.xx.fbcdn.net/images/emoji.php/v9/t7b/1/16/1f44c.png"" width=""16""/>
  </span>
  <span class=""x3nfvp2 x1j61x8r x1fcty0u xdj266r xhhsvwb xat24cr xgzva0m xxymvpz xlup9mm x1kky2od"">
   <img alt=""💓"" height=""16"" referrerpolicy=""origin-when-cross-origin"" src=""https://static.xx.fbcdn.net/images/emoji.php/v9/t66/1/16/1f493.png"" width=""16""/>
  </span>
 </div>
</div>
",,8 w,https://facebook.com/APTouring/posts/276023811452421
Marie Lovett,"<div class=""xdj266r x11i5rnm xat24cr x1mh8g0r x1vvkbs"">
 <div dir=""auto"" style=""text-align: start;"">
  Remember those beautiful Falls in my travels?
 </div>
</div>
",,8 w,https://facebook.com/APTouring/posts/276023811452421
Simon Conolly,"<div class=""xdj266r x11i5rnm xat24cr x1mh8g0r x1vvkbs"">
 <div dir=""auto"" style=""text-align: start;"">
  It’s looking fantastic this season after the great wet season we’ve just had! Perfect time to see it!
 </div>
</div>
",,8 w,https://facebook.com/APTouring/posts/276023811452421
Jennifer Dickenson,"<div class=""xdj266r x11i5rnm xat24cr x1mh8g0r x1vvkbs"">
 <div dir=""auto"" style=""text-align: start;"">
  We will be there in the Kimberly’s on our APT trip on the 17th of July. We cannot wait
  <span class=""x3nfvp2 x1j61x8r x1fcty0u xdj266r xhhsvwb xat24cr xgzva0m xxymvpz xlup9mm x1kky2od"">
   <img alt=""☀️"" height=""16"" referrerpolicy=""origin-when-cross-origin"" src=""https://static.xx.fbcdn.net/images/emoji.php/v9/t6d/1/16/2600.png"" width=""16""/>
  </span>
  <span class=""x3nfvp2 x1j61x8r x1fcty0u xdj266r xhhsvwb xat24cr xgzva0m xxymvpz xlup9mm x1kky2od"">
   <img alt=""🥂"" height=""16"" referrerpolicy=""origin-when-cross-origin"" src=""https://static.xx.fbcdn.net/images/emoji.php/v9/tf/1/16/1f942.png"" width=""16""/>
  </span>
  <span class=""x3nfvp2 x1j61x8r x1fcty0u xdj266r xhhsvwb xat24cr xgzva0m xxymvpz xlup9mm x1kky2od"">
   <img alt=""💕"" height=""16"" referrerpolicy=""origin-when-cross-origin"" src=""https://static.xx.fbcdn.net/images/emoji.php/v9/t68/1/16/1f495.png"" width=""16""/>
  </span>
 </div>
</div>
",,9 w,https://facebook.com/APTouring/posts/276023811452421
APT,"<div class=""xdj266r x11i5rnm xat24cr x1mh8g0r x1vvkbs"">
 <div dir=""auto"" style=""text-align: start;"">
  So exciting Jennifer! We can't wait for you to join us!
 </div>
</div>
",,9 w,https://facebook.com/APTouring/posts/276023811452421
Lizzie Pincini,"<div class=""xdj266r x11i5rnm xat24cr x1mh8g0r x1vvkbs"">
 <div dir=""auto"" style=""text-align: start;"">
  Mitchell Falls is at its best after so much rain, the best I’ve seen.
 </div>
</div>
",,8 w,https://facebook.com/APTouring/posts/276023811452421
Jane Miszko,"<div class=""xdj266r x11i5rnm xat24cr x1mh8g0r x1vvkbs"">
 <div dir=""auto"" style=""text-align: start;"">
  Definitely on our to do list.
 </div>
</div>
",,8 w,https://facebook.com/APTouring/posts/276023811452421
APT,"<div class=""xdj266r x11i5rnm xat24cr x1mh8g0r x1vvkbs"">
 <div dir=""auto"" style=""text-align: start;"">
  It is an absolute must-see!
 </div>
</div>
",,8 w,https://facebook.com/APTouring/posts/276023811452421
Patricia Strawbridge,"<div class=""xdj266r x11i5rnm xat24cr x1mh8g0r x1vvkbs"">
 <div dir=""auto"" style=""text-align: start;"">
  Great way to see it.
 </div>
</div>
",,8 w,https://facebook.com/APTouring/posts/276023811452421
Mary Pearson,"<div class=""xdj266r x11i5rnm xat24cr x1mh8g0r x1vvkbs"">
 <div dir=""auto"" style=""text-align: start;"">
  I have done that helicopter flight and it Was awesome And beautiful  Well worth it
 </div>
</div>
",,8 w,https://facebook.com/APTouring/posts/276023811452421
APT,"<div class=""xdj266r x11i5rnm xat24cr x1mh8g0r x1vvkbs"">
 <div dir=""auto"" style=""text-align: start;"">
  It is truly an amazing experience, Mary. We're so glad you enjoyed it!
 </div>
</div>
",,8 w,https://facebook.com/APTouring/posts/276023811452421
Pamela Person,"<div class=""xdj266r x11i5rnm xat24cr x1mh8g0r x1vvkbs"">
 <div dir=""auto"" style=""text-align: start;"">
  Just returned from a great trip on the ‘Caledonian Sky’…..highly recommend it!
 </div>
</div>
",,8 w,https://facebook.com/APTouring/posts/276023811452421
APT,"<div class=""xdj266r x11i5rnm xat24cr x1mh8g0r x1vvkbs"">
 <div dir=""auto"" style=""text-align: start;"">
  Thankyou so much Pamela! We're so glad to hear you had a great time
  <span class=""x3nfvp2 x1j61x8r x1fcty0u xdj266r xhhsvwb xat24cr xgzva0m xxymvpz xlup9mm x1kky2od"">
   <img alt=""😊"" height=""16"" referrerpolicy=""origin-when-cross-origin"" src=""https://static.xx.fbcdn.net/images/emoji.php/v9/t7f/1/16/1f60a.png"" width=""16""/>
  </span>
 </div>
</div>
",,8 w,https://facebook.com/APTouring/posts/276023811452421
Robyn Randle,"<div class=""xdj266r x11i5rnm xat24cr x1mh8g0r x1vvkbs"">
 <div dir=""auto"" style=""text-align: start;"">
  That would be very interesting
 </div>
</div>
",,8 w,https://facebook.com/APTouring/posts/276023811452421
Desrae Watson,"<div class=""xdj266r x11i5rnm xat24cr x1mh8g0r x1vvkbs"">
 <div dir=""auto"" style=""text-align: start;"">
  Would be great
  <span class=""x3nfvp2 x1j61x8r x1fcty0u xdj266r xhhsvwb xat24cr xgzva0m xxymvpz xlup9mm x1kky2od"">
   <img alt=""👍"" height=""16"" referrerpolicy=""origin-when-cross-origin"" src=""https://static.xx.fbcdn.net/images/emoji.php/v9/tfc/1/16/1f44d.png"" width=""16""/>
  </span>
  <span class=""x3nfvp2 x1j61x8r x1fcty0u xdj266r xhhsvwb xat24cr xgzva0m xxymvpz xlup9mm x1kky2od"">
   <img alt=""😊"" height=""16"" referrerpolicy=""origin-when-cross-origin"" src=""https://static.xx.fbcdn.net/images/emoji.php/v9/t7f/1/16/1f60a.png"" width=""16""/>
  </span>
 </div>
</div>
",,8 w,https://facebook.com/APTouring/posts/276023811452421
Daryl Bull,"<div class=""xdj266r x11i5rnm xat24cr x1mh8g0r x1vvkbs"">
 <div dir=""auto"" style=""text-align: start;"">
  Awesome memories of our fantastic trip in August last year.....
 </div>
</div>
",,9 w,https://facebook.com/APTouring/posts/276023811452421
David Way,"<div class=""xdj266r x11i5rnm xat24cr x1mh8g0r x1vvkbs"">
 <div dir=""auto"" style=""text-align: start;"">
  Beautiful photos
 </div>
</div>
",,8 w,https://facebook.com/APTouring/posts/276023811452421
APT,"<div class=""xdj266r x11i5rnm xat24cr x1mh8g0r x1vvkbs"">
 <div dir=""auto"" style=""text-align: start;"">
  Thankyou David!
 </div>
</div>
",,8 w,https://facebook.com/APTouring/posts/276023811452421
Lorraine Shultz,"<div class=""xdj266r x11i5rnm xat24cr x1mh8g0r x1vvkbs"">
 <div dir=""auto"" style=""text-align: start;"">
  Looks spectacular.
 </div>
</div>
",,8 w,https://facebook.com/APTouring/posts/276023811452421
Joseph Kelleher,"<div class=""xdj266r x11i5rnm xat24cr x1mh8g0r x1vvkbs"">
 <div dir=""auto"" style=""text-align: start;"">
  thank you for sharing.
 </div>
</div>
",,8 w,https://facebook.com/APTouring/posts/276023811452421
Tina Ellen Barton,"<div class=""xdj266r x11i5rnm xat24cr x1mh8g0r x1vvkbs"">
 <div dir=""auto"" style=""text-align: start;"">
  Loverly
 </div>
</div>
",,8 w,https://facebook.com/APTouring/posts/276023811452421
Lee Lee,"<div class=""xdj266r x11i5rnm xat24cr x1mh8g0r x1vvkbs"">
 <div dir=""auto"" style=""text-align: start;"">
  Beauty on Earth
  <span class=""x3nfvp2 x1j61x8r x1fcty0u xdj266r xhhsvwb xat24cr xgzva0m xxymvpz xlup9mm x1kky2od"">
   <img alt=""💖"" height=""16"" referrerpolicy=""origin-when-cross-origin"" src=""https://static.xx.fbcdn.net/images/emoji.php/v9/te9/1/16/1f496.png"" width=""16""/>
  </span>
  <span class=""x3nfvp2 x1j61x8r x1fcty0u xdj266r xhhsvwb xat24cr xgzva0m xxymvpz xlup9mm x1kky2od"">
   <img alt=""🌿"" height=""16"" referrerpolicy=""origin-when-cross-origin"" src=""https://static.xx.fbcdn.net/images/emoji.php/v9/t1e/1/16/1f33f.png"" width=""16""/>
  </span>
 </div>
</div>
",,8 w,https://facebook.com/APTouring/posts/276023811452421
Lenore Urquhart,"<div class=""xdj266r x11i5rnm xat24cr x1mh8g0r x1vvkbs"">
 <div dir=""auto"" style=""text-align: start;"">
  Was there last year.
 </div>
</div>
",,8 w,https://facebook.com/APTouring/posts/276023811452421
Susan Oakley,"<div class=""xdj266r x11i5rnm xat24cr x1mh8g0r x1vvkbs"">
 <div dir=""auto"" style=""text-align: start;"">
  Beauty at its best
 </div>
</div>
",,8 w,https://facebook.com/APTouring/posts/276023811452421
Val Christensen,"<div class=""xdj266r x11i5rnm xat24cr x1mh8g0r x1vvkbs"">
 <div dir=""auto"" style=""text-align: start;"">
  <span class=""x3nfvp2 x1j61x8r x1fcty0u xdj266r xhhsvwb xat24cr xgzva0m xxymvpz x10w6t97 x1td3qas"">
   <img alt=""👍"" height=""32"" referrerpolicy=""origin-when-cross-origin"" src=""https://static.xx.fbcdn.net/images/emoji.php/v9/tb6/1/32/1f44d.png"" width=""32""/>
  </span>
  <span class=""x3nfvp2 x1j61x8r x1fcty0u xdj266r xhhsvwb xat24cr xgzva0m xxymvpz x10w6t97 x1td3qas"">
   <img alt=""👍"" height=""32"" referrerpolicy=""origin-when-cross-origin"" src=""https://static.xx.fbcdn.net/images/emoji.php/v9/tb6/1/32/1f44d.png"" width=""32""/>
  </span>
 </div>
</div>
",,8 w,https://facebook.com/APTouring/posts/276023811452421
Jane Drag,"<div class=""xdj266r x11i5rnm xat24cr x1mh8g0r x1vvkbs"">
 <div dir=""auto"" style=""text-align: start;"">
  Beautiful place.if u walk to it mind u dont fall &amp; break ur ankle &amp; have to hop 3 kl back to cars
 </div>
</div>
",,8 w,https://facebook.com/APTouring/posts/276023811452421
Janice Finn Chapman,"<div class=""xdj266r x11i5rnm xat24cr x1mh8g0r x1vvkbs"">
 <div dir=""auto"" style=""text-align: start;"">
  No way me and helicopters
  <span class=""x3nfvp2 x1j61x8r x1fcty0u xdj266r xhhsvwb xat24cr xgzva0m xxymvpz xlup9mm x1kky2od"">
   <img alt=""🚁"" height=""16"" referrerpolicy=""origin-when-cross-origin"" src=""https://static.xx.fbcdn.net/images/emoji.php/v9/t47/1/16/1f681.png"" width=""16""/>
  </span>
 </div>
</div>
",,8 w,https://facebook.com/APTouring/posts/276023811452421
Hannah Green,"<div class=""xdj266r x11i5rnm xat24cr x1mh8g0r x1vvkbs"">
 <div dir=""auto"" style=""text-align: start;"">
  <a class=""x1i10hfl xjbqb8w x6umtig x1b1mbwd xaqea5y xav7gou x9f619 x1ypdohk xt0psk2 xe8uvvx xdj266r x11i5rnm xat24cr x1mh8g0r xexx8yu x4uap5 x18d9i69 xkhd6sd x16tdsg8 x1hl2dhg xggy1nq x1a2a7pz xt0b8zv xzsf02u x1s688f"" href=""https://www.facebook.com/cooper.green.908?__cft__[0]=AZUS-AFuIeXMkE0BFjNNC9HiuvBvIcruuPMrooju39mi8VQr4Sv4NevISUBg-TNEg9VUL3h3o8Tw5MAaU2vFAyb6SZVwzwAN8WcrQDuqRdSCvI6YD0j-GHGto1L9zFEsF5PVs7Ofv8YMlNLWLCF9nTSz&amp;__tn__=R]-R"" role=""link"" tabindex=""0"">
   <span class=""xt0psk2"">
    <span>
     Cooper Green
    </span>
   </span>
  </a>
 </div>
</div>
",,8 w,https://facebook.com/APTouring/posts/276023811452421
Amanda Vanegas,,,8 w,https://facebook.com/APTouring/posts/276023811452421
Annette Vandersluis,"<div class=""xdj266r x11i5rnm xat24cr x1mh8g0r x1vvkbs"">
 <div dir=""auto"" style=""text-align: start;"">
  Loved that cruise.
 </div>
</div>
",,9 w,https://facebook.com/APTouring/posts/274877781567024
APT,"<div class=""xdj266r x11i5rnm xat24cr x1mh8g0r x1vvkbs"">
 <div dir=""auto"" style=""text-align: start;"">
  Thanks for joining us Annette
  <span class=""x3nfvp2 x1j61x8r x1fcty0u xdj266r xhhsvwb xat24cr xgzva0m xxymvpz xlup9mm x1kky2od"">
   <img alt=""😊"" height=""16"" referrerpolicy=""origin-when-cross-origin"" src=""https://static.xx.fbcdn.net/images/emoji.php/v9/t7f/1/16/1f60a.png"" width=""16""/>
  </span>
 </div>
</div>
",,9 w,https://facebook.com/APTouring/posts/274877781567024
Daryl Bull,"<div class=""xdj266r x11i5rnm xat24cr x1mh8g0r x1vvkbs"">
 <div dir=""auto"" style=""text-align: start;"">
  We were lucky to be on the inaugural western front cruise in 2018.....highly recommended
 </div>
</div>
",,9 w,https://facebook.com/APTouring/posts/274300178291451
Dorne Ann,"<div class=""xdj266r x11i5rnm xat24cr x1mh8g0r x1vvkbs"">
 <div dir=""auto"" style=""text-align: start;"">
  Where is this please
 </div>
</div>
",,9 w,https://facebook.com/APTouring/posts/274300178291451
APT,"<div class=""xdj266r x11i5rnm xat24cr x1mh8g0r x1vvkbs"">
 <div dir=""auto"" style=""text-align: start;"">
  Hi Dorne, this is Château Neercanne in the Netherlands. One of the stops on our Western Front Explorer cruise.
 </div>
</div>
",,9 w,https://facebook.com/APTouring/posts/274300178291451
Berenice Wadham,"<div class=""xdj266r x11i5rnm xat24cr x1mh8g0r x1vvkbs"">
 <div dir=""auto"" style=""text-align: start;"">
  <a class=""x1i10hfl xjbqb8w x6umtig x1b1mbwd xaqea5y xav7gou x9f619 x1ypdohk xt0psk2 xe8uvvx xdj266r x11i5rnm xat24cr x1mh8g0r xexx8yu x4uap5 x18d9i69 xkhd6sd x16tdsg8 x1hl2dhg xggy1nq x1a2a7pz xt0b8zv xzsf02u x1s688f"" href=""https://www.facebook.com/graham.wadham.9?__cft__[0]=AZWX_SeeJQBh9jQzxy-9wn19G8qF6hWtbfFBNce12OhhF9Tn1yNWJyW5K4COedFxHUzjBOOLJOZk_tlLRnJCwrRrAde72z3frlqbhpNyDmT5jhP2pv-V1TH1rg_lHZzzADpzrXJxxIHciVntnULMzUBO&amp;__tn__=R]-R"" role=""link"" tabindex=""0"">
   <span class=""xt0psk2"">
    <span>
     Graham Wadham
    </span>
   </span>
  </a>
 </div>
</div>
",,9 w,https://facebook.com/APTouring/posts/274300178291451
Sandy Dalzell,"<div class=""xdj266r x11i5rnm xat24cr x1mh8g0r x1vvkbs"">
 <div dir=""auto"" style=""text-align: start;"">
  That looks very interesting!!
  <span class=""x3nfvp2 x1j61x8r x1fcty0u xdj266r xhhsvwb xat24cr xgzva0m xxymvpz xlup9mm x1kky2od"">
   <img alt=""😁"" height=""16"" referrerpolicy=""origin-when-cross-origin"" src=""https://static.xx.fbcdn.net/images/emoji.php/v9/t4f/1/16/1f601.png"" width=""16""/>
  </span>
 </div>
</div>
",,9 w,https://facebook.com/APTouring/posts/273746848346784
Daryl Bull,"<div class=""xdj266r x11i5rnm xat24cr x1mh8g0r x1vvkbs"">
 <div dir=""auto"" style=""text-align: start;"">
  Another great trip with
  <a class=""x1i10hfl xjbqb8w x6umtig x1b1mbwd xaqea5y xav7gou x9f619 x1ypdohk xt0psk2 xe8uvvx xdj266r x11i5rnm xat24cr x1mh8g0r xexx8yu x4uap5 x18d9i69 xkhd6sd x16tdsg8 x1hl2dhg xggy1nq x1a2a7pz xt0b8zv xzsf02u x1s688f"" href=""https://www.facebook.com/APTouring?__cft__[0]=AZUbXxtyd_CoYqPsZLqumU2eauMu3UaNxSdn6lqDMyh22siV-h6pjP33sPEQGZ6-RMdZr8utNjmCjihhY85DRvqYoBrcRSg-fFzr-5c96wk_O1RGyZei4Vk7VuzTlxVO_5HbyioDNDgIH3m3LhmyPc63&amp;__tn__=R]-R"" role=""link"" tabindex=""0"">
   <span class=""xt0psk2"">
    <span>
     APT
    </span>
   </span>
  </a>
 </div>
</div>
",,9 w,https://facebook.com/APTouring/posts/273746848346784
APT,"<div class=""xdj266r x11i5rnm xat24cr x1mh8g0r x1vvkbs"">
 <div dir=""auto"" style=""text-align: start;"">
  Thankyou Daryl!
 </div>
</div>
",,9 w,https://facebook.com/APTouring/posts/273746848346784
Daryl Bull,"<div class=""xdj266r x11i5rnm xat24cr x1mh8g0r x1vvkbs"">
 <div dir=""auto"" style=""text-align: start;"">
  Still have many memories of our trip with
  <a class=""x1i10hfl xjbqb8w x6umtig x1b1mbwd xaqea5y xav7gou x9f619 x1ypdohk xt0psk2 xe8uvvx xdj266r x11i5rnm xat24cr x1mh8g0r xexx8yu x4uap5 x18d9i69 xkhd6sd x16tdsg8 x1hl2dhg xggy1nq x1a2a7pz xt0b8zv xzsf02u x1s688f"" href=""https://www.facebook.com/APTouring?__cft__[0]=AZUwckML1-46gRlz9iDzBQyM5ZaiH_t4GrQs0Gh0f8Pbfqaeu0cKqYpFXWzNHHb1bn5pywU7ZjhF8WkL_WSKWgMJL4EwEH2jUTrQLpPom1Xnp0tk9Cp5SYd-1reUtlDy3EDyfeTCqARxXoTQonEN1hbQwz0CHX1kMTTYkv3dWYPwOWqRb6J_eFeqef4wXNggQdE&amp;__tn__=R]-R"" role=""link"" tabindex=""0"">
   <span class=""xt0psk2"">
    <span>
     APT
    </span>
   </span>
  </a>
  in 2017, special thoughts of Denali National Park. Would love to go back again one day
 </div>
</div>
",,9 w,https://facebook.com/APTouring/posts/272724835115652
APT,"<div class=""xdj266r x11i5rnm xat24cr x1mh8g0r x1vvkbs"">
 <div dir=""auto"" style=""text-align: start;"">
  Denali National Park is such an incredible place to explore.
 </div>
</div>
",,9 w,https://facebook.com/APTouring/posts/272724835115652
George Gardon,"<div class=""xdj266r x11i5rnm xat24cr x1mh8g0r x1vvkbs"">
 <div dir=""auto"" style=""text-align: start;"">
  <span class=""x3nfvp2 x1j61x8r x1fcty0u xdj266r xhhsvwb xat24cr xgzva0m xxymvpz xlup9mm x1kky2od"">
   <img alt=""👍"" height=""16"" referrerpolicy=""origin-when-cross-origin"" src=""https://static.xx.fbcdn.net/images/emoji.php/v9/tfc/1/16/1f44d.png"" width=""16""/>
  </span>
  done it; my best ever holiday package. Highly recommended.
 </div>
</div>
",,9 w,https://facebook.com/APTouring/posts/272724835115652
APT,"<div class=""xdj266r x11i5rnm xat24cr x1mh8g0r x1vvkbs"">
 <div dir=""auto"" style=""text-align: start;"">
  Thanks so much George!
 </div>
</div>
",,9 w,https://facebook.com/APTouring/posts/272724835115652
Robyn Payne,"<div class=""xdj266r x11i5rnm xat24cr x1mh8g0r x1vvkbs"">
 <div dir=""auto"" style=""text-align: start;"">
  Just home from the 19 day version of this trip.  Absolutely awesome!  Stunning scenery.  Excellent accomodation.  Fabulous food.
 </div>
</div>
",,9 w,https://facebook.com/APTouring/posts/272724835115652
APT,"<div class=""xdj266r x11i5rnm xat24cr x1mh8g0r x1vvkbs"">
 <div dir=""auto"" style=""text-align: start;"">
  Thankyou so much for your kind words Robyn! Thankyou so much for joining us.
 </div>
 <div dir=""auto"" style=""text-align: start;"">
  Would you be okay with us sharing your kind words on our page?
 </div>
 <div dir=""auto"" style=""text-align: start;"">
  Thanks - Sam
 </div>
</div>
",,9 w,https://facebook.com/APTouring/posts/272724835115652
Robyn Payne,"<div class=""xdj266r x11i5rnm xat24cr x1mh8g0r x1vvkbs"">
 <div dir=""auto"" style=""text-align: start;"">
  <a class=""x1i10hfl xjbqb8w x6umtig x1b1mbwd xaqea5y xav7gou x9f619 x1ypdohk xt0psk2 xe8uvvx xdj266r x11i5rnm xat24cr x1mh8g0r xexx8yu x4uap5 x18d9i69 xkhd6sd x16tdsg8 x1hl2dhg xggy1nq x1a2a7pz xt0b8zv xzsf02u x1s688f"" href=""https://www.facebook.com/APTouring?__cft__[0]=AZUwckML1-46gRlz9iDzBQyM5ZaiH_t4GrQs0Gh0f8Pbfqaeu0cKqYpFXWzNHHb1bn5pywU7ZjhF8WkL_WSKWgMJL4EwEH2jUTrQLpPom1Xnp0tk9Cp5SYd-1reUtlDy3EDyfeTCqARxXoTQonEN1hbQwz0CHX1kMTTYkv3dWYPwOWqRb6J_eFeqef4wXNggQdE&amp;__tn__=R]-R"" role=""link"" tabindex=""0"">
   <span class=""xt0psk2"">
    <span>
     APT
    </span>
   </span>
  </a>
  sure!
 </div>
</div>
",,9 w,https://facebook.com/APTouring/posts/272724835115652
Somsong Albert,"<div class=""xdj266r x11i5rnm xat24cr x1mh8g0r x1vvkbs"">
 <div dir=""auto"" style=""text-align: start;"">
  Does your price including Airfares?  I'm thinking of doing this trip next year.
 </div>
</div>
",,9 w,https://facebook.com/APTouring/posts/272724835115652
APT,"<div class=""xdj266r x11i5rnm xat24cr x1mh8g0r x1vvkbs"">
 <div dir=""auto"" style=""text-align: start;"">
  Hello, unfortunately the prices listed don't include flights. If you would like some assistance with flight prices you can send us a private message and I can put someone in touch with you. Thanks - Sam
 </div>
</div>
",,9 w,https://facebook.com/APTouring/posts/272724835115652
Rose Tezanos Pinto,"<div class=""xdj266r x11i5rnm xat24cr x1mh8g0r x1vvkbs"">
 <div dir=""auto"" style=""text-align: start;"">
  <a class=""x1i10hfl xjbqb8w x6umtig x1b1mbwd xaqea5y xav7gou x9f619 x1ypdohk xt0psk2 xe8uvvx xdj266r x11i5rnm xat24cr x1mh8g0r xexx8yu x4uap5 x18d9i69 xkhd6sd x16tdsg8 x1hl2dhg xggy1nq x1a2a7pz xt0b8zv xzsf02u x1s688f"" href=""https://www.facebook.com/profile.php?id=100007533733856&amp;__cft__[0]=AZXkUnr4JqRqqTW4F6zXSumPlx_3U-wiGLJCWhEIAgY0O3koZiug2yPf8oARyGLqoC-MomITnqWpZNlV3JQaRk6BfXb5JlXQJJM9aKhNLMwm4WKqHgmu-J_lQIK0b28QgI1ERZywDegX1ni_aN63KCpb&amp;__tn__=R]-R"" role=""link"" tabindex=""0"">
   <span class=""xt0psk2"">
    <span>
     Robbo Luke
    </span>
   </span>
  </a>
  the one that goes through Argentina. I want to co-guide this one please
 </div>
</div>
",,10 w,https://facebook.com/APTouring/posts/272192701835532
